Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 45,CCN(C[C@@H]1CCCCN1C(=O)Cc1cccc(c1)[N+](=O)[O-])CC,C18H27N3O3,333.43,24,6,0.61,8,4,0,100.9,69.37,3.38,2.83,2.48,1.68,0.97,2.27,-3.35,0.15,0.00045,Soluble,-3.94,0.0379,0.000114,Soluble,-3.92,0.04,0.00012,Soluble,High,Yes,No,No,No,No,Yes,Yes,-6.32,0,0,0,0,0,0.55,0,2,1,3.13
Molecule 46,C[C@@H]1C(=O)Nc2c1cc1nn[nH]c1c2,C9H8N4O,188.19,14,9,0.22,0,3,2,53.99,70.67,0.74,0.52,0.44,0.88,1.44,0.8,-1.81,2.91,0.0155,Very soluble,-1.57,5.01,0.0266,Very soluble,-3.19,0.122,0.000647,Soluble,High,No,No,No,No,No,No,No,-7.08,0,0,0,0,1,0.55,0,0,1,2.28
Molecule 47,O=c1[nH]c2c(n1C)cc1c(c2)n[nH]n1,C8H7N5O,189.17,14,12,0.12,0,3,2,51.27,79.36,0.66,-0.15,0.14,0.68,1.13,0.49,-1.55,5.3,0.027999999999999997,Very soluble,-1.06,16.4,0.0867,Very soluble,-2.52,0.5670000000000001,0.003,Soluble,High,No,No,Yes,No,No,No,No,-7.56,0,0,0,0,1,0.55,0,0,1,1.77
Molecule 48,O=C1NN=C([C@H](C1)C)c1ccc(nc1)n1cncc1,C13H13N5O,255.28,19,11,0.23,2,4,1,77.37,72.17,1.78,0.51,0.37,0.16,1.53,0.87,-2.04,2.33,0.00911,Soluble,-1.6,6.47,0.0254,Very soluble,-3.8,0.0406,0.00015900000000000002,Soluble,High,No,No,No,No,No,No,No,-7.5,0,0,0,0,0,0.55,0,0,0,3.26
Molecule 49,O=C1NN=C([C@H](C1)C)c1ccc(nc1)n1cnc2c1cccc2,C17H15N5O,305.33,23,15,0.18,2,4,1,94.87,72.17,2.17,1.93,1.52,1.52,2.5,1.93,-3.3,0.153,0.000502,Soluble,-3.07,0.26,0.000852,Soluble,-5.46,0.00107,3.5000000000000004e-06,Moderately soluble,High,No,No,Yes,No,No,No,Yes,-6.79,0,0,0,0,0,0.55,0,0,0,3.44
Molecule 50,O=C1NN=C([C@H](C1)C)c1ccc(nc1)n1cncn1,C12H12N6O,256.26,19,11,0.25,2,5,1,75.16,85.06,1.81,0.5,-0.24,0.3,1.0,0.68,-2.04,2.34,0.00911,Soluble,-1.86,3.57,0.0139,Very soluble,-3.43,0.0961,0.000375,Soluble,High,No,No,No,No,No,No,No,-7.51,0,0,0,0,0,0.55,0,0,0,3.25
Molecule 51,O=C1CCC(=NN1)c1ccc(nc1)c1ccncc1,C14H12N4O,252.27,19,12,0.14,2,4,1,78.67,67.24,1.71,0.45,1.0,0.52,2.96,1.33,-2.02,2.39,0.00949,Soluble,-1.43,9.37,0.0371,Very soluble,-5.26,0.0014,5.53e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-7.52,0,0,0,0,0,0.55,0,0,0,2.64
Molecule 52,Oc1ccc2c(c1)[C@@]13CCCC[C@H]3[C@H](C2)N(CC1)C,C17H23NO,257.37,19,6,0.65,0,2,1,82.01,23.47,2.7,3.11,2.7,3.3,3.06,2.97,-3.63,0.0605,0.000235,Soluble,-3.27,0.138,0.000535,Soluble,-3.85,0.0367,0.000143,Soluble,High,Yes,Yes,No,No,No,Yes,No,-5.66,0,0,0,0,0,0.55,0,0,0,3.58
Molecule 53,Cc1ccc2c(n1)cc(cc2)N(C)C,C12H14N2,186.25,14,10,0.25,1,1,0,60.92,16.13,2.32,2.71,2.61,2.06,2.49,2.44,-3.16,0.127,0.000684,Soluble,-2.7,0.37,0.00199,Soluble,-4.2,0.0118,6.32e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.51,0,0,0,0,1,0.55,0,0,1,1.51
Molecule 54,CC(=O)Nc1ccc2c(c1)nccc2C,C12H12N2O,200.24,15,10,0.17,2,2,1,61.02,41.99,1.78,1.91,2.31,1.51,2.46,1.99,-2.65,0.452,0.0022600000000000003,Soluble,-2.41,0.77,0.00385,Soluble,-4.48,0.00663,3.3100000000000005e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.17,0,0,0,0,0,0.55,0,0,1,1.34
Molecule 55,Nc1ccc2c(c1)nc(cc2C)N,C10H11N3,173.21,13,10,0.1,0,1,2,55.52,64.93,1.34,1.53,1.72,1.28,1.45,1.47,-2.45,0.619,0.0035700000000000007,Soluble,-2.5,0.545,0.00314,Soluble,-3.37,0.0746,0.000431,Soluble,High,Yes,No,Yes,No,No,No,No,-6.27,0,0,0,0,1,0.55,0,1,1,1.59
Molecule 56,Cc1cnc2c(c1)ccc(c2)N(C)C,C12H14N2,186.25,14,10,0.25,1,1,0,60.92,16.13,2.3,3.07,2.61,2.06,2.49,2.51,-3.39,0.0756,0.000406,Soluble,-3.08,0.156,0.00084,Soluble,-4.2,0.0118,6.32e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.26,0,0,0,0,1,0.55,0,0,1,1.46
Molecule 57,O=C1CC[C@@H](N1)CC1=C(C(=O)O)N2[C@H](S1)[C@@H](C2=O)[C@H](O)C,C13H16N2O5S,312.34,21,0,0.62,4,5,3,82.24,132.24,1.02,-0.19,-0.9,0.15,-0.01,0.01,-1.39,12.6,0.0405,Very soluble,-2.13,2.31,0.007390000000000002,Soluble,-0.55,88.4,0.28300000000000003,Soluble,High,No,Yes,No,No,No,No,No,-8.34,0,1,0,1,0,0.56,0,0,0,4.82
Molecule 58,O=C1C[C@H](N1)CC1=C(C(=O)O)N2[C@H](S1)[C@@H](C2=O)[C@H](O)C,C12H14N2O5S,298.31,20,0,0.58,4,5,3,77.43,132.24,0.77,-0.55,-1.29,-0.12,-0.25,-0.29,-1.08,24.9,0.0834,Very soluble,-1.76,5.21,0.0175,Very soluble,-0.28,158.0,0.53,Soluble,Low,No,Yes,No,No,No,No,No,-8.51,0,1,0,1,0,0.56,0,0,0,4.74
Molecule 59,O=C1C[C@@H]([C@H](O1)CC1=C(C(=O)O)N2[C@H](S1)[C@@H](C2=O)[C@H](O)C)C,C14H17NO6S,327.35,22,0,0.64,4,6,2,81.42,129.44,1.29,0.82,0.16,0.82,0.4,0.7,-2.12,2.47,0.00755,Soluble,-3.12,0.248,0.000758,Soluble,-0.39,135.0,0.412,Soluble,High,No,Yes,No,No,No,No,No,-7.71,0,0,0,0,0,0.56,0,0,0,4.93
Molecule 60,CC[C@@H]([C@H](c1ccc(c2c1ccc(=O)[nH]2)OC(=O)C)O)NC(C)C,C18H24N2O4,332.39,24,10,0.44,7,5,3,93.84,91.42,2.88,1.56,1.94,1.67,3.35,2.28,-2.73,0.619,0.00186,Soluble,-3.09,0.27,0.000813,Soluble,-4.84,0.00475,1.4300000000000004e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,1,0,3.4
Molecule 61,N#Cc1nn2c(c1)NCC=C2c1cccc(c1)C(F)(F)F,C14H9F3N4,290.24,21,11,0.14,2,5,1,72.94,53.64,2.37,3.23,3.67,2.31,2.46,2.81,-3.93,0.0341,0.000117,Soluble,-4.03,0.0271,9.35e-05,Moderately soluble,-4.53,0.00864,2.98e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.78,0,0,0,0,0,0.55,0,0,0,3.12
Molecule 62,CCOC(=O)c1cc2n(n1)C(=CCN2)c1ccccc1,C15H15N3O2,269.3,20,11,0.2,4,3,1,79.31,56.15,2.27,2.84,1.8,2.16,1.73,2.16,-3.44,0.0974,0.000362,Soluble,-3.68,0.0566,0.00021,Soluble,-4.04,0.0244,9.08e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.93,0,0,0,0,0,0.55,0,0,0,3.25
Molecule 63,CCOC(=O)c1nn2c(c1)NCC=C2c1cccc(c1)C(F)(F)F,C16H14F3N3O2,337.3,24,11,0.25,5,6,1,84.32,56.15,3.03,3.73,3.97,3.04,2.78,3.31,-4.29,0.0173,5.13e-05,Moderately soluble,-4.6,0.00845,2.51e-05,Moderately soluble,-4.9,0.00429,1.27e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.71,0,0,0,0,0,0.55,0,0,1,3.37
Molecule 64,Fc1cccc(c1)C1=CCNc2n1nc(c2)C(=O)N,C13H11FN4O,258.25,19,11,0.08,2,3,2,71.28,72.94,2.08,1.6,1.28,1.64,1.03,1.53,-2.75,0.464,0.0018,Soluble,-2.74,0.466,0.00181,Soluble,-3.43,0.0953,0.000369,Soluble,High,No,No,Yes,No,No,No,No,-6.74,0,0,0,0,0,0.55,0,0,0,3.03
Molecule 65,Clc1nn2c(c1)NCC=C2c1cccc(c1)C(F)(F)F,C13H9ClF3N3,299.68,20,11,0.15,2,4,1,73.24,29.85,2.67,4.13,4.45,3.5,3.09,3.57,-4.57,0.00798,2.6600000000000006e-05,Moderately soluble,-4.46,0.0103,3.44e-05,Moderately soluble,-5.05,0.00266,8.89e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.2,0,0,0,0,0,0.55,0,0,1,3.03
Molecule 66,FC(c1cccc(c1)C1=CCNc2n1ncc2)(F)F,C13H10F3N3,265.23,19,11,0.15,2,4,1,68.23,29.85,2.28,3.17,3.8,2.98,2.46,2.94,-3.78,0.0442,0.000167,Soluble,-3.47,0.0904,0.000341,Soluble,-4.45,0.00945,3.5600000000000005e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.67,0,0,0,0,0,0.55,0,0,0,3.02
Molecule 67,OC[C@@H]1C[C@@H]([C@H]([C@H]1O)O)n1cnc2c1nc(N)nc2NC,C12H18N6O3,294.31,21,9,0.58,3,6,5,75.7,142.34,0.91,-0.99,-1.46,-1.07,-2.09,-0.94,-1.16,20.4,0.0692,Very soluble,-1.51,9.03,0.0307,Very soluble,-0.56,81.2,0.276,Soluble,Low,No,No,No,No,No,No,No,-8.8,0,1,1,1,0,0.55,0,0,0,3.93
Molecule 68,COc1cc2Sc3ccccc3C(=O)Nc2cc1Cl,C14H10ClNO2S,291.75,19,12,0.07,1,2,1,79.22,63.63,2.59,3.5,3.49,3.06,3.73,3.28,-4.26,0.0162,5.56e-05,Moderately soluble,-4.52,0.00882,3.02e-05,Moderately soluble,-5.97,0.00031,1.06e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,No,Yes,-5.59,0,0,0,0,0,0.55,0,0,0,2.86
Molecule 69,O=C1Nc2cc(Cl)c(cc2Sc2c1cccc2)O,C13H8ClNO2S,277.73,18,12,0.0,0,2,2,74.75,74.63,2.15,3.18,3.19,2.81,3.23,2.91,-4.06,0.0243,8.740000000000001e-05,Moderately soluble,-4.42,0.0106,3.82e-05,Moderately soluble,-5.28,0.00147,5.28e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,Yes,-5.74,0,0,0,0,0,0.55,0,1,0,2.76
Molecule 70,Oc1ccc2c(c1)Sc1ccccc1CN2,C13H11NOS,229.3,16,12,0.08,0,1,2,69.32,57.56,2.02,3.19,2.75,2.83,2.96,2.75,-3.83,0.0342,0.000149,Soluble,-4.07,0.0195,8.51e-05,Moderately soluble,-4.78,0.0038,1.66e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.43,0,0,0,0,0,0.55,0,1,1,2.84
Molecule 71,COc1ccc2c(c1)Sc1ccccc1CN2,C14H13NOS,243.32,17,12,0.14,1,1,1,73.78,46.56,2.62,3.52,3.05,3.09,3.44,3.15,-4.02,0.0231,9.49e-05,Moderately soluble,-4.18,0.016,6.579999999999999e-05,Moderately soluble,-5.48,0.000802,3.3e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.29,0,0,0,0,0,0.55,1,0,2,2.93
Molecule 72,O=CN1Cc2ccccc2Sc2c1ccc(c2)OC,C15H13NO2S,271.33,19,12,0.13,2,2,0,79.28,54.84,2.76,2.91,2.79,3.2,3.02,2.94,-3.69,0.0553,0.000204,Soluble,-3.72,0.0514,0.000189,Soluble,-4.71,0.00529,1.95e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,No,No,-5.89,0,0,0,0,0,0.55,0,1,0,2.95
Molecule 73,NS(=O)(=O)c1cc2c(s1)ccnc2,C7H6N2O2S2,214.26,13,9,0.0,1,4,1,50.61,109.67,0.8,0.77,2.02,-0.5,1.23,0.86,-2.1,1.7,0.00795,Soluble,-2.65,0.476,0.00222,Soluble,-2.54,0.614,0.00286,Soluble,High,No,No,No,No,No,No,No,-7.06,0,1,0,0,0,0.55,0,0,1,2.41
Molecule 74,NS(=O)(=O)c1cc2c(s1)cccn2,C7H6N2O2S2,214.26,13,9,0.0,1,4,1,50.61,109.67,0.49,0.86,2.02,-0.24,1.23,0.88,-2.16,1.49,0.0069700000000000005,Soluble,-2.75,0.384,0.00179,Soluble,-2.54,0.614,0.00286,Soluble,High,No,No,No,No,No,No,No,-7.0,0,1,0,0,0,0.55,0,0,1,2.65
Molecule 75,Oc1cnc2c(c1)cc(s2)S(=O)(=O)N,C7H6N2O3S2,230.26,14,9,0.0,1,5,2,52.64,129.9,0.35,0.75,1.73,-0.8,0.76,0.56,-2.15,1.63,0.00708,Soluble,-3.06,0.202,0.0008759999999999999,Soluble,-1.97,2.47,0.0107,Soluble,High,No,No,No,No,No,No,No,-7.17,0,0,0,0,0,0.55,0,0,1,2.49
Molecule 76,Oc1cnc2c(c1)sc(c2)S(=O)(=O)N,C7H6N2O3S2,230.26,14,9,0.0,1,5,2,52.64,129.9,0.57,0.5,1.73,-0.8,0.76,0.55,-1.99,2.34,0.0102,Very soluble,-2.8,0.3670000000000001,0.00159,Soluble,-1.97,2.47,0.0107,Soluble,High,No,No,No,No,No,No,No,-7.35,0,0,0,0,0,0.55,0,0,1,2.63
Molecule 77,CCc1[nH]c(=O)c(cc1C(=O)c1ccco1)C#N,C13H10N2O3,242.23,18,11,0.15,3,4,1,63.69,86.86,1.86,1.4,1.63,-0.19,3.23,1.59,-2.48,0.8059999999999999,0.00333,Soluble,-2.83,0.36,0.00149,Soluble,-4.5,0.00773,3.19e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.78,0,0,0,0,0,0.55,0,0,1,2.66
Molecule 78,Clc1ccccc1Cn1cnc(c1)C(=O)N,C11H10ClN3O,235.67,16,11,0.09,3,2,1,61.08,60.91,1.87,1.45,1.68,1.06,1.59,1.53,-2.53,0.703,0.00298,Soluble,-2.33,1.09,0.00462,Soluble,-3.54,0.0672,0.000285,Soluble,High,Yes,No,Yes,No,No,No,No,-6.71,0,0,0,0,0,0.55,0,0,1,1.85
Molecule 79,Fc1ccccc1Cn1cnc(c1)C(=O)N,C11H10FN3O,219.22,16,11,0.09,3,3,1,56.03,60.91,1.82,0.92,1.59,0.92,1.38,1.33,-2.09,1.78,0.008140000000000001,Soluble,-1.78,3.6,0.0164,Very soluble,-3.21,0.136,0.0006190000000000001,Soluble,High,Yes,No,Yes,No,No,No,No,-6.98,0,0,0,0,0,0.55,0,0,1,1.84
Molecule 80,CNC(=O)c1ncn(c1)Cc1c(F)cccc1F,C12H11F2N3O,251.23,18,11,0.17,4,4,1,60.89,46.92,1.83,1.42,2.41,1.6,2.22,1.9,-2.48,0.831,0.00331,Soluble,-2.01,2.45,0.00977,Soluble,-4.28,0.0131,5.21e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,0,2.01
Molecule 81,CN(C(=O)c1ncn(c1)Cc1c(F)cccc1F)C,C13H13F2N3O,265.26,19,11,0.23,4,4,0,65.79,38.13,2.54,1.6,2.75,1.87,2.14,2.18,-2.66,0.584,0.0022,Soluble,-2.01,2.58,0.00972,Soluble,-3.95,0.0296,0.000112,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.78,0,0,0,0,0,0.55,0,0,0,2.11
Molecule 82,NC(=O)c1n(cnc1C(=O)N)Cc1c(F)cccc1F,C12H10F2N4O2,280.23,20,11,0.08,4,5,2,64.08,104.0,1.42,0.23,1.25,0.56,1.0,0.89,-1.87,3.82,0.0136,Very soluble,-1.97,2.98,0.0106,Very soluble,-3.07,0.24,0.0008550000000000001,Soluble,High,No,No,No,No,No,No,No,-7.85,0,0,0,0,0,0.55,0,0,0,2.24
Molecule 83,Fc1cccc(c1Cn1cncc1C(=O)N)F,C11H9F2N3O,237.21,17,11,0.09,3,4,1,55.99,60.91,1.44,1.02,2.15,1.33,1.79,1.55,-2.23,1.38,0.00583,Soluble,-1.89,3.06,0.0129,Very soluble,-3.49,0.0773,0.000326,Soluble,High,Yes,No,No,No,No,No,No,-7.02,0,0,0,0,0,0.55,0,0,1,1.91
Molecule 84,Fc1cccc(c1Cn1cnc(c1C)C(=O)N)F,C12H11F2N3O,251.23,18,11,0.17,3,4,1,60.95,60.91,1.44,1.42,2.46,1.6,2.28,1.84,-2.55,0.7140000000000001,0.00284,Soluble,-2.3,1.25,0.0049700000000000005,Soluble,-3.87,0.0337,0.000134,Soluble,High,Yes,No,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,0,2.12
Molecule 85,Fc1cccc(c1Cn1cc(nc1C)C(=O)N)F,C12H11F2N3O,251.23,18,11,0.17,3,4,1,60.95,60.91,2.01,1.42,2.46,1.6,2.28,1.95,-2.55,0.7140000000000001,0.00284,Soluble,-2.3,1.25,0.0049700000000000005,Soluble,-3.87,0.0337,0.000134,Soluble,High,Yes,No,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,0,2.13
Molecule 86,Cc1ccccc1Cn1cnc(c1)C(=O)N,C12H13N3O,215.25,16,11,0.17,3,2,1,61.04,60.91,1.86,1.18,1.34,0.79,1.44,1.32,-2.23,1.27,0.00591,Soluble,-2.05,1.9,0.00881,Soluble,-3.32,0.104,0.000483,Soluble,High,Yes,No,Yes,No,No,No,No,-6.78,0,0,0,0,0,0.55,0,0,1,1.88
Molecule 87,CC(=O)NC(=O)c1ncn(c1)Cc1c(F)cccc1F,C13H11F2N3O2,279.24,20,11,0.15,5,5,1,65.9,63.99,1.71,1.2,2.33,1.77,2.14,1.83,-2.4,1.1,0.00394,Soluble,-2.14,2.02,0.007240000000000002,Soluble,-4.22,0.0167,5.97e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,0,0,2.09
Molecule 88,CCNC(=O)c1ncn(c1)Cc1c(F)cccc1F,C13H13F2N3O,265.26,19,11,0.23,5,4,1,65.7,46.92,2.61,1.79,2.8,1.87,2.58,2.33,-2.71,0.516,0.00195,Soluble,-2.39,1.07,0.00404,Soluble,-4.68,0.00548,2.07e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.65,0,0,0,0,0,0.55,0,0,0,2.11
Molecule 89,CNC(=O)c1cncn1Cc1c(F)cccc1F,C12H11F2N3O,251.23,18,11,0.17,4,4,1,60.89,46.92,2.13,1.42,2.41,1.6,2.22,1.96,-2.48,0.831,0.00331,Soluble,-2.01,2.45,0.00977,Soluble,-4.28,0.0131,5.21e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,0,0,2.09
Molecule 90,CNC(=O)c1n(cnc1C(=O)NC)Cc1c(F)cccc1F,C14H14F2N4O2,308.28,22,11,0.21,6,5,2,73.88,76.02,1.58,1.03,1.77,1.07,1.88,1.47,-2.37,1.3,0.004220000000000001,Soluble,-2.22,1.87,0.00608,Soluble,-4.65,0.00689,2.23e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.45,0,0,0,0,0,0.55,0,0,0,2.51
Molecule 91,CC1=CC(=O)[C@H]2[C@](C1)(O)CCC1=C2C(=O)c2c(C1=O)c(O)ccc2,C19H16O5,324.33,24,6,0.32,0,5,2,86.23,91.67,2.07,1.48,2.13,0.79,2.9,1.87,-2.97,0.349,0.00108,Soluble,-3.01,0.315,0.000973,Soluble,-4.08,0.0267,8.240000000000001e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-7.23,0,0,0,0,0,0.55,1,0,0,4.04
Molecule 92,CC1=C[C@@H](O)[C@@H]2[C@@](C1)(O)CC[C@@]13[C@@]2(O1)[C@@H](O)c1cccc(c1C3=O)O,C19H20O6,344.36,25,6,0.53,0,6,4,87.45,110.52,2.53,0.12,0.66,0.22,1.57,1.02,-2.23,2.04,0.00591,Soluble,-2.0,3.47,0.0101,Very soluble,-2.42,1.3,0.00377,Soluble,High,No,Yes,No,No,No,No,No,-8.32,0,0,0,0,0,0.55,0,2,0,5.49
Molecule 93,COc1ccc(cc1)COC[C@@H](Cc1cccnc1)O,C16H19NO3,273.33,20,12,0.31,7,4,1,76.85,51.58,2.84,1.81,2.06,1.06,3.18,2.19,-2.66,0.602,0.0022,Soluble,-2.51,0.84,0.00307,Soluble,-5.1,0.00219,8e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.68,0,0,0,0,0,0.55,0,0,0,2.76
Molecule 94,COc1ccc(cc1)COC[C@@H](Cc1ccncc1)O,C16H19NO3,273.33,20,12,0.31,7,4,1,76.85,51.58,2.63,1.81,2.06,1.06,3.18,2.15,-2.66,0.602,0.0022,Soluble,-2.51,0.84,0.00307,Soluble,-5.1,0.00219,8e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.68,0,0,0,0,0,0.55,0,0,0,2.6
Molecule 95,CCc1[nH]c(=O)n(c1C(=O)c1ccc(cc1)n1ccnc1C)C(=O)C,C18H18N4O3,338.36,25,16,0.22,5,4,1,93.28,89.75,2.11,1.62,2.12,1.16,2.77,1.96,-3.1,0.268,0.000791,Soluble,-3.12,0.258,0.0007639999999999999,Soluble,-4.8,0.00541,1.6e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.21,0,0,0,0,0,0.55,0,0,0,3.04
Molecule 96,O=C1NC(=O)[C@@]2(N1)C[C@H](Oc1c2cc(F)cc1)C(=O)N,C12H10FN3O4,279.22,20,6,0.25,1,5,3,69.87,110.52,0.79,-0.24,-0.95,0.02,0.3,-0.02,-1.58,7.41,0.0265,Very soluble,-1.62,6.65,0.0238,Very soluble,-3.02,0.264,0.000944,Soluble,High,No,No,No,No,No,No,No,-8.17,0,1,0,0,0,0.55,0,1,0,3.76
Molecule 97,Fc1c(F)c(F)c2c(c1N)c(=O)c(cn2C1CC1)C(=O)O,C13H9F3N2O3,298.22,21,10,0.23,2,6,2,68.21,85.32,1.6,2.16,3.24,1.62,2.41,2.21,-3.27,0.16,0.000537,Soluble,-3.58,0.0777,0.00026000000000000003,Soluble,-3.23,0.17800000000000002,0.000596,Soluble,High,No,No,Yes,No,No,No,No,-6.59,0,0,0,0,0,0.56,0,2,0,2.25
Molecule 98,Cc1noc(n1)[C@H]1CN2CCC1CC2,C10H15N3O,193.25,14,5,0.8,1,4,0,55.65,42.16,2.47,1.19,0.81,1.11,1.46,1.41,-1.99,2.0,0.0103,Very soluble,-1.67,4.12,0.0213,Very soluble,-2.07,1.64,0.008490000000000001,Soluble,High,Yes,No,No,No,No,No,No,-6.63,0,0,0,0,1,0.55,0,0,1,4.45
Molecule 99,Cc1noc(n1)[C@@H]1C[C@@H]2CCN(C1)C2,C10H15N3O,193.25,14,5,0.8,1,4,0,55.65,42.16,2.41,1.19,0.81,1.11,1.46,1.4,-1.99,2.0,0.0103,Very soluble,-1.67,4.12,0.0213,Very soluble,-2.07,1.64,0.008490000000000001,Soluble,High,Yes,No,No,No,No,No,No,-6.63,0,0,0,0,1,0.55,0,0,1,4.45
Molecule 100,Cc1noc(n1)[C@@H]1CN2C[C@H]1CCC2,C10H15N3O,193.25,14,5,0.8,1,4,0,55.65,42.16,2.49,1.19,0.81,1.11,1.46,1.41,-1.99,2.0,0.0103,Very soluble,-1.67,4.12,0.0213,Very soluble,-2.07,1.64,0.008490000000000001,Soluble,High,Yes,No,No,No,No,No,No,-6.63,0,0,0,0,1,0.55,0,0,1,4.49
Molecule 1,O=C1N=C(CN1c1ccccc1)N1CCOCC1,C13H15N3O2,245.28,18,6,0.38,2,3,0,78.89,45.14,2.1,0.58,0.21,1.17,1.65,1.14,-1.84,3.54,0.0144,Very soluble,-1.1,19.4,0.0792,Very soluble,-2.68,0.515,0.0021,Soluble,High,No,Yes,No,No,No,No,No,-7.38,0,0,0,0,0,0.55,0,0,1,3.15
Molecule 2,COc1ccc(cc1)N1CC(=NC1=O)N1CCCCC1,C15H19N3O2,273.33,20,6,0.47,3,3,0,89.1,45.14,2.67,1.77,1.38,2.37,2.26,2.09,-2.67,0.579,0.00212,Soluble,-2.34,1.26,0.00461,Soluble,-3.34,0.126,0.000459,Soluble,High,Yes,Yes,No,No,No,No,No,-6.71,0,0,0,0,0,0.55,0,0,0,3.08
Molecule 3,O=C1N=C(CN1c1ccc(cc1)Cl)N1CCCCC1,C14H16ClN3O,277.75,19,6,0.43,2,2,0,87.62,35.91,2.62,2.43,2.02,2.79,2.88,2.55,-3.19,0.177,0.0006389999999999999,Soluble,-2.83,0.414,0.00149,Soluble,-3.82,0.0417,0.00015,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.27,0,0,0,0,0,0.55,0,0,0,3.02
Molecule 4,CN(C1=NC(=O)N(C1)c1ccc(cc1)Cl)C,C11H12ClN3O,237.69,16,6,0.27,2,2,0,71.4,35.91,2.25,1.58,1.48,2.4,1.91,1.92,-2.45,0.835,0.00351,Soluble,-1.94,2.7,0.0114,Very soluble,-3.22,0.14300000000000002,0.000603,Soluble,High,Yes,No,Yes,No,No,No,No,-6.63,0,0,0,0,0,0.55,0,0,1,3.01
Molecule 5,O=C1N=C(CN1c1ccc(cc1)Br)N1CCOCC1,C13H14BrN3O2,324.17,19,6,0.38,2,3,0,86.59,45.14,2.5,1.27,0.98,1.83,2.3,1.77,-2.75,0.574,0.00177,Soluble,-1.82,4.94,0.0152,Very soluble,-3.5,0.102,0.00031600000000000004,Soluble,High,Yes,Yes,Yes,Yes,No,No,No,-7.38,0,0,0,0,0,0.55,0,0,0,3.17
Molecule 6,Clc1cccc(c1)N1CC(=NC1=O)N1CCOCC1,C13H14ClN3O2,279.72,19,6,0.38,2,3,0,83.9,45.14,2.35,1.21,0.87,1.7,2.26,1.68,-2.44,1.02,0.00365,Soluble,-1.75,4.92,0.0176,Very soluble,-3.29,0.145,0.000519,Soluble,High,Yes,Yes,Yes,No,No,No,No,-7.15,0,0,0,0,0,0.55,0,0,0,3.11
