Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 20,OC(=O)[C@H]1N=C(c2ccccc2)c2c(NC1=O)ccc(c2)Cl,C16H11ClN2O3,314.72,22,12,0.06,2,4,2,89.63,78.76,1.8,3.28,1.63,1.73,3.18,2.32,-4.13,0.0234,7.42e-05,Moderately soluble,-4.61,0.00775,2.46e-05,Moderately soluble,-5.46,0.00109,3.48e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,No,-5.89,0,0,0,0,0,0.56,0,1,0,3.44
Molecule 21,COc1ccc(c(c1)C(=O)Nc1ccc(cn1)Cl)NC(=O)c1ccc(cc1)C(=N)N(C)C,C23H22ClN5O3,451.91,32,18,0.13,9,5,3,125.23,107.41,2.72,3.56,3.75,2.56,3.24,3.17,-4.71,0.008879999999999999,1.9600000000000002e-05,Moderately soluble,-5.5,0.00143,3.15e-06,Moderately soluble,-7.88,5.94e-06,1.32e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.53,0,0,0,0,0,0.55,0,2,3,3.05
Molecule 22,CN[C@]1(C)[C@@H]2CC[C@H](C1(C)C)C2,C11H21N,167.29,12,0,1.0,1,1,1,53.34,12.03,2.67,2.55,2.42,2.74,2.44,2.57,-2.42,0.639,0.0038200000000000005,Soluble,-2.45,0.594,0.00355,Soluble,-2.93,0.19699999999999998,0.00118,Soluble,High,Yes,No,No,No,No,No,No,-5.51,0,0,0,0,2,0.55,0,0,1,3.16
Molecule 23,COc1c(OCCCN2CCOCC2)ccc2c1nc(/N=C(/c1cnc(nc1)N)\O)n1c2=NCC1,C23H28N8O4,480.52,35,16,0.43,8,10,2,136.5,145.5,3.43,0.25,0.32,0.2,2.04,1.25,-2.79,0.785,0.0016300000000000002,Soluble,-2.87,0.654,0.0013599999999999999,Soluble,-5.15,0.0034100000000000003,7.1e-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-9.05,1,2,1,1,0,0.55,0,2,2,4.36
Molecule 24,CCN1CCN(CC1)Cc1ccc(nc1)Nc1ncc(c(n1)c1cc(F)c2c(c1)n(C(C)C)c(n2)C)F,C27H32F2N8,506.59,37,21,0.41,7,8,1,149.17,75.0,4.17,3.84,4.86,2.63,4.28,3.96,-5.36,0.0022199999999999998,4.38e-06,Moderately soluble,-5.11,0.00392,7.75e-06,Moderately soluble,-8.62,1.23e-06,2.42e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.66,1,2,0,0,0,0.55,0,0,2,3.87
Molecule 25,CCN1C(=O)N[C@@H](C1=O)c1ccccc1,C11H12N2O2,204.23,15,6,0.27,2,2,1,62.84,49.41,1.82,1.05,0.21,0.77,1.13,1.0,-1.93,2.39,0.0117,Very soluble,-1.68,4.28,0.021,Very soluble,-2.96,0.22399999999999998,0.0011,Soluble,High,No,No,No,No,No,No,No,-6.8,0,0,0,0,0,0.55,0,1,1,2.09
Molecule 26,Clc1ccc2c(c1)[C@@H]1CN(C[C@H]1c1c(O2)cccc1)C,C17H16ClNO,285.77,20,12,0.29,0,2,0,84.9,12.47,3.21,3.77,3.88,3.81,3.7,3.67,-4.43,0.0106,3.71e-05,Moderately soluble,-3.73,0.0538,0.000188,Soluble,-5.63,0.00067,2.34e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,3.45
Molecule 27,C=C1CCN(CC1)[C@@H]([C@@](c1ccc(cc1F)F)(Cn1cncn1)O)C,C18H22F2N4O,348.39,25,11,0.44,5,6,1,94.22,54.18,3.13,2.04,2.84,2.8,2.88,2.74,-3.28,0.182,0.000524,Soluble,-2.81,0.545,0.00156,Soluble,-4.5,0.011,3.16e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.98,0,0,0,0,0,0.55,0,1,0,3.68
Molecule 28,O=CNc1cc(ccc1O)[C@H](CN[C@H](Cc1ccc(cc1)OC)C)O,C19H24N2O4,344.4,25,12,0.32,9,5,4,97.5,90.82,2.78,1.84,1.71,1.79,2.63,2.15,-2.9,0.43799999999999994,0.0012699999999999999,Soluble,-3.37,0.14800000000000002,0.000429,Soluble,-5.2,0.00216,6.28e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.09,0,0,0,0,0,0.55,0,2,1,3.08
Molecule 29,O=CNc1cc(ccc1O)[C@@H](CN[C@@H](Cc1ccc(cc1)OC)C)O,C19H24N2O4,344.4,25,12,0.32,9,5,4,97.5,90.82,2.36,1.84,1.71,1.79,2.63,2.07,-2.9,0.43799999999999994,0.0012699999999999999,Soluble,-3.37,0.14800000000000002,0.000429,Soluble,-5.2,0.00216,6.28e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.09,0,0,0,0,0,0.55,0,2,1,3.08
Molecule 30,CCN1C(=O)N[C@H](C1=O)c1ccccc1,C11H12N2O2,204.23,15,6,0.27,2,2,1,62.84,49.41,1.84,1.05,0.21,0.77,1.13,1.0,-1.93,2.39,0.0117,Very soluble,-1.68,4.28,0.021,Very soluble,-2.96,0.22399999999999998,0.0011,Soluble,High,No,No,No,No,No,No,No,-6.8,0,0,0,0,0,0.55,0,1,1,2.09
Molecule 31,FCSC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)F)F,C27H29F3O6S,538.58,37,5,0.59,6,9,1,130.39,119.11,3.37,4.82,6.19,2.83,4.55,4.35,-5.92,0.000648,1.2e-06,Moderately soluble,-7.05,4.7499999999999996e-05,8.83e-08,Poorly soluble,-5.65,0.00119,2.22e-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-6.16,1,3,0,1,0,0.55,0,1,2,5.97
Molecule 32,CCC[C@H]1CN([C@H](C1)C(=O)N[C@@H]([C@H]1O[C@H](SC)[C@@H]([C@H]([C@H]1O)O)O)[C@H](O)C)C,C18H34N2O6S,406.54,27,0,0.94,8,7,5,107.55,147.79,2.78,0.2,-1.24,-1.08,-0.47,0.04,-1.96,4.47,0.011,Very soluble,-2.86,0.5579999999999999,0.00137,Soluble,-0.02,385.0,0.946,Soluble,Low,No,Yes,No,No,No,No,No,-8.64,0,1,1,1,0,0.55,0,0,2,5.54
Molecule 33,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,C32H32O13S,656.65,46,17,0.47,6,13,3,156.66,189.07,3.78,1.24,2.1,0.51,2.56,2.04,-4.57,0.0177,2.6899999999999997e-05,Moderately soluble,-4.81,0.0102,1.55e-05,Moderately soluble,-4.49,0.0213,3.24e-05,Moderately soluble,Low,No,Yes,No,No,No,Yes,No,-9.43,2,3,1,1,4,0.17,0,0,1,6.48
Molecule 34,CO/N=C(\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C\c1scnc1C)/c1csc(n1)N,C19H18N6O5S3,506.58,33,10,0.26,8,8,3,129.25,241.88,1.8,0.69,0.81,-0.53,2.62,1.08,-3.11,0.392,0.000773,Soluble,-5.35,0.00228,4.5e-06,Moderately soluble,-2.74,0.92,0.00182,Soluble,Low,No,No,No,No,No,No,No,-8.9,2,1,1,1,1,0.11,0,2,2,5.11
Molecule 35,CCCCC([C@@]1(O)CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)O)(F)F,C20H32F2O5,390.46,27,0,0.9,11,7,2,98.42,83.83,3.3,3.98,5.15,2.7,4.51,3.93,-4.04,0.0354,9.070000000000001e-05,Moderately soluble,-5.44,0.00141,3.62e-06,Moderately soluble,-4.39,0.0159,4.0600000000000004e-05,Moderately soluble,High,No,No,No,No,No,Yes,No,-5.86,0,0,1,0,0,0.56,0,0,3,4.73
Molecule 36,OC[C@@H](CN(c1c(I)c(C(=O)NC[C@H](CO)O)c(c(c1I)C(=O)NC[C@H](CO)O)I)C(=O)C)O,C19H26I3N3O9,821.14,34,6,0.53,15,9,8,145.61,199.89,0.35,-3.05,-1.63,-0.53,2.12,-0.55,-2.15,5.81,0.0070799999999999995,Soluble,-0.58,214.0,0.261,Very soluble,-3.41,0.318,0.00038700000000000003,Soluble,Low,No,Yes,No,No,No,No,No,-13.47,3,3,2,1,4,0.17,0,1,2,4.34
Molecule 37,NCCNC(=O)Nc1c[n+](n(c1N)C)CC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)/C(=N\OC(C(=O)O)(C)C)/c1nsc(n1)N,C23H31N12O8S2,667.7,45,10,0.43,15,12,8,164.81,352.92,-3.04,-3.84,-3.12,-2.13,-3.42,-3.11,-0.73,123.0,0.184,Very soluble,-2.98,0.703,0.00105,Soluble,-0.72,127.0,0.19,Soluble,Low,No,No,No,No,No,No,No,-13.1,3,4,2,1,5,0.17,0,3,2,6.0
Molecule 38,Clc1ccc2c(c1)[C@@H]1CN(C[C@@H]1c1c(O2)cccc1)C,C17H16ClNO,285.77,20,12,0.29,0,2,0,84.9,12.47,3.16,3.77,3.88,3.81,3.7,3.66,-4.43,0.0106,3.71e-05,Moderately soluble,-3.73,0.0538,0.000188,Soluble,-5.63,0.00067,2.34e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,3.45
Molecule 39,O[C@@H]([C@@H]1CCc2c(O1)ccc(c2)F)CNC[C@H]([C@@H]1CCc2c(O1)ccc(c2)F)O,C22H25F2NO4,405.44,29,12,0.45,6,7,3,103.34,70.95,3.25,4.04,3.2,2.64,4.14,3.45,-4.81,0.00629,1.55e-05,Moderately soluble,-5.23,0.00237,5.84e-06,Moderately soluble,-5.88,0.000537,1.32e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.9,0,0,0,0,0,0.55,0,0,2,4.24
Molecule 40,CN(C(=N)NC(=N)N)C,C4H11N5,129.16,9,0,0.5,3,2,4,36.93,88.99,0.77,-1.06,-1.03,-0.56,-1.85,-0.75,0.22,217.0,1.68,Highly soluble,-0.32,61.8,0.479,Very soluble,0.17,190.0,1.47,Soluble,High,No,No,No,No,No,No,No,-7.84,0,3,0,0,2,0.55,0,2,1,3.11
Molecule 41,OC(=O)CN([C@H](C(=O)O)COCc1ccccc1)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,C22H31N3O11,513.5,36,6,0.5,20,14,5,122.14,205.45,1.21,-7.15,-1.25,-1.31,-1.15,-1.93,2.68,244000.0,476.0,Highly soluble,3.55,1840000.0,3580.0,Highly soluble,-0.92,61.9,0.121,Soluble,Low,No,Yes,No,No,No,No,No,-14.51,2,2,2,1,4,0.11,0,0,2,3.9
Molecule 42,C[C@H]1N(C)CCO[C@@H]1c1ccccc1,C12H17NO,191.27,14,6,0.5,1,2,0,61.22,12.47,2.55,1.85,1.37,1.74,2.08,1.92,-2.44,0.69,0.00361,Soluble,-1.73,3.54,0.0185,Very soluble,-2.9,0.24100000000000002,0.00126,Soluble,High,Yes,No,No,No,No,No,No,-6.15,0,0,0,0,1,0.55,0,0,1,2.52
Molecule 43,CNCC(=O)OCc1cccnc1N(C(=O)O[C@@H]([n+]1cnn(c1)C[C@](c1cc(F)ccc1F)([C@H](c1scc(n1)c1ccc(cc1)C#N)C)O)C)C,C35H35F2N8O5S,717.76,51,28,0.29,16,12,2,183.54,187.61,1.34,4.11,4.84,1.94,4.82,3.41,-6.23,0.00042300000000000004,5.89e-07,Poorly soluble,-7.76,1.26e-05,1.75e-08,Poorly soluble,-9.08,5.93e-07,8.26e-10,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.76,2,3,2,1,4,0.17,0,2,3,6.06
Molecule 44,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2[C@H](Cl)CC2=CC(=O)C=C[C@]12C,C22H29ClO5,408.92,28,0,0.73,2,5,3,106.66,94.83,1.84,2.17,2.02,1.73,2.41,2.03,-3.61,0.1,0.000245,Soluble,-3.79,0.0656,0.000161,Soluble,-2.67,0.8740000000000001,0.00214,Soluble,High,No,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,1,1,5.67
Molecule 45,OC(=O)CN([C@@H](C(=O)O)COCc1ccccc1)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,C22H31N3O11,513.5,36,6,0.5,20,14,5,122.14,205.45,1.34,-7.15,-1.25,-1.31,-1.15,-1.9,2.68,244000.0,476.0,Highly soluble,3.55,1840000.0,3580.0,Highly soluble,-0.92,61.9,0.121,Soluble,Low,No,Yes,No,No,No,No,No,-14.51,2,2,2,1,4,0.11,0,0,2,3.9
Molecule 46,Clc1ccc2c(c1)[C@H]1CN(C[C@H]1c1c(O2)cccc1)C,C17H16ClNO,285.77,20,12,0.29,0,2,0,84.9,12.47,3.17,3.77,3.88,3.81,3.7,3.66,-4.43,0.0106,3.71e-05,Moderately soluble,-3.73,0.0538,0.000188,Soluble,-5.63,0.00067,2.34e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,3.45
Molecule 47,O=C(OC(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1)CCCc1ccccc1,C33H38O6,530.65,39,18,0.36,20,6,0,151.53,78.9,4.74,6.7,6.05,5.1,8.03,6.12,-6.37,0.000225,4.24e-07,Poorly soluble,-8.16,3.67e-06,6.9099999999999995e-09,Poorly soluble,-10.79,8.71e-09,1.64e-11,Insoluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-4.78,2,4,1,1,2,0.17,0,1,3,4.2
Molecule 48,FCCOCCOCCOc1ccc(cc1)/C=C/c1ccc(cc1)NC,C21H26FNO3,359.43,26,12,0.33,12,4,1,103.87,39.72,4.18,4.2,4.29,2.92,5.12,4.14,-4.26,0.0196,5.44e-05,Moderately soluble,-4.74,0.006490000000000001,1.8e-05,Moderately soluble,-7.33,1.7e-05,4.72e-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.51,0,0,1,0,0,0.55,0,1,3,2.81
Molecule 49,FCCOCCOCCOc1ccc(cn1)/C=C/c1ccc(cc1)NC,C20H25FN2O3,360.42,26,12,0.35,12,5,1,101.66,52.61,3.82,3.46,3.69,1.88,4.56,3.48,-3.8,0.0566,0.000157,Soluble,-4.25,0.0204,5.67e-05,Moderately soluble,-6.95,4.02e-05,1.11e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.04,0,0,1,0,0,0.55,0,0,2,3.2
Molecule 50,CNCC(=O)OCc1cccnc1N(C(=O)O[C@H]([n+]1cnn(c1)C[C@](c1cc(F)ccc1F)([C@H](c1scc(n1)c1ccc(cc1)C#N)C)O)C)C,C35H35F2N8O5S,717.76,51,28,0.29,16,12,2,183.54,187.61,0.86,4.11,4.84,1.94,4.82,3.31,-6.23,0.00042300000000000004,5.89e-07,Poorly soluble,-7.76,1.26e-05,1.75e-08,Poorly soluble,-9.08,5.93e-07,8.26e-10,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.76,2,3,2,1,4,0.17,0,2,3,6.06
Molecule 51,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@@H](C(=O)C([C@@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,C27H42N2O5S,506.7,35,5,0.74,2,6,3,144.19,140.29,2.95,3.62,3.56,1.22,4.78,3.23,-5.24,0.00294,5.81e-06,Moderately soluble,-6.25,0.00028199999999999997,5.57e-07,Poorly soluble,-5.09,0.004079999999999999,8.05e-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-6.82,1,3,1,1,0,0.55,0,1,2,6.4
Molecule 52,CCN(CCS(=O)(=O)[C@@H]1CCN2[C@@H]1C(=O)O[C@H](C(C)C)[C@H](C)/C=C\C(=O)NC/C=C\C(=C/[C@H](CC(=O)Cc1nc(C2=O)co1)O)\C)CC,C34H50N4O9S,690.85,48,5,0.62,7,11,2,188.84,184.8,3.63,2.23,2.59,0.2,1.22,1.98,-5.14,0.0049700000000000005,7.19e-06,Moderately soluble,-5.75,0.00124,1.79e-06,Moderately soluble,-5.4,0.0027600000000000003,3.99e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.93,2,3,1,1,3,0.17,0,0,1,8.09
Molecule 53,CCN(CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)/C=C\C(=O)NC/C=C\C(=C/[C@H](CC(=O)Cc1nc(C2=O)co1)O)\C)CC,C34H50N4O9S,690.85,48,5,0.62,7,11,2,188.84,184.8,4.55,2.23,2.59,0.2,1.22,2.16,-5.14,0.0049700000000000005,7.19e-06,Moderately soluble,-5.75,0.00124,1.79e-06,Moderately soluble,-5.4,0.0027600000000000003,3.99e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.93,2,3,1,1,3,0.17,0,0,1,8.09
Molecule 54,COC(C[N+]#[C-])(C)C,C6H11NO,113.16,8,0,0.83,2,2,0,31.59,9.23,0.0,0.39,1.33,0.46,-0.19,0.4,-0.66,25.0,0.221,Very soluble,-0.15,80.2,0.708,Very soluble,-1.27,6.1,0.054,Soluble,High,Yes,No,No,No,No,No,No,-6.71,0,3,0,0,1,0.55,0,1,1,2.01
Molecule 55,OC(=O)CN([C@@H](CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O)COP(=O)(OC1CCC(CC1)(c1ccccc1)c1ccccc1)O)CC(=O)O,C33H44N3O14P,737.69,51,12,0.48,23,17,6,179.35,261.79,1.35,-5.02,1.75,-0.39,0.24,-0.41,0.09,913.0,1.24,Highly soluble,0.16,1070.0,1.45,Highly soluble,-3.33,0.34299999999999997,0.000466,Soluble,Low,No,No,No,No,No,No,No,-14.36,3,3,2,1,6,0.11,0,1,2,6.02
Molecule 56,CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)F)F)C(=O)CCl,C25H31ClF2O5,484.96,33,0,0.72,5,7,1,120.19,80.67,2.97,3.75,4.89,3.28,4.63,3.9,-4.88,0.0064,1.32e-05,Moderately soluble,-5.14,0.0035399999999999997,7.3e-06,Moderately soluble,-5.0,0.0048200000000000005,9.93e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.6,0,1,0,0,0,0.55,0,1,2,5.82
Molecule 57,O=C(C(c1ccccc1)(c1ccccc1)O)OC1C[C@@H]2CC[C@@H](C1)[N+]12CCCC1,C25H30NO3,392.51,29,12,0.48,5,3,1,117.43,46.53,-0.06,4.36,3.28,-0.14,3.37,2.16,-5.0,0.00396,1.01e-05,Moderately soluble,-5.05,0.0034799999999999996,8.86e-06,Moderately soluble,-6.42,0.00015,3.83e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.6,0,0,0,0,0,0.55,0,1,2,4.7
Molecule 58,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(cc1)[C@@H]1CC[C@H](N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)OC)C(C)C,C50H67N7O8,894.11,65,18,0.52,22,8,4,262.84,178.72,5.72,7.95,5.51,2.92,5.23,5.47,-9.14,6.4e-07,7.16e-10,Poorly soluble,-11.55,2.5e-09,2.79e-12,Insoluble,-10.2,5.68e-08,6.35e-11,Insoluble,Low,No,Yes,No,No,No,No,Yes,-6.11,2,3,2,1,4,0.17,0,1,3,7.27
Molecule 59,COc1ccc2c(c1C)nc(cc2O[C@H]1C[C@@H]2[C@@H](C1)C(=O)N(C)CCCC/C=C\[C@@H]1[C@](NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,C38H47N5O7S2,749.94,52,15,0.55,9,9,2,208.52,193.51,3.95,4.81,5.51,1.48,4.89,4.13,-7.14,5.44e-05,7.25e-08,Poorly soluble,-8.61,1.86e-06,2.48e-09,Poorly soluble,-8.79,1.21e-06,1.61e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.46,2,3,1,1,2,0.17,0,1,3,7.16
Molecule 60,CCN(CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)C=CC(=O)NCC=CC(=C[C@H](CC(=O)Cc1nc(C2=O)co1)O)C)CC,C34H50N4O9S,690.85,48,5,0.62,7,11,2,188.84,184.8,4.55,2.23,2.59,0.2,1.22,2.16,-5.14,0.0049700000000000005,7.19e-06,Moderately soluble,-5.75,0.00124,1.79e-06,Moderately soluble,-5.4,0.0027600000000000003,3.99e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.93,2,3,1,1,3,0.17,0,0,1,8.09
Molecule 61,N#CC(c1ccccc1)(c1ccccc1)CCN1CCC(CC1)(C(=O)O)c1ccccc1,C28H28N2O2,424.53,32,18,0.29,7,4,1,129.63,64.33,3.39,2.71,4.62,3.85,5.24,3.96,-4.13,0.0312,7.35e-05,Moderately soluble,-3.71,0.082,0.000193,Soluble,-8.36,1.84e-06,4.35e-09,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.97,0,0,0,0,0,0.55,0,0,1,3.57
Molecule 62,O=C(N(C)C)N[C@@H]1CC[C@@H](CC1)CCN1CCN(CC1)c1cccc(c1Cl)Cl,C21H32Cl2N4O,427.41,28,6,0.67,7,2,1,124.96,38.82,4.3,4.32,3.57,3.75,3.05,3.8,-4.91,0.00528,1.24e-05,Moderately soluble,-4.85,0.00605,1.4099999999999999e-05,Moderately soluble,-5.43,0.00157,3.67e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,Yes,-5.84,0,0,0,0,0,0.55,0,0,2,3.77
Molecule 63,OCCNCCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCCNCCO,C22H28N4O6,444.48,32,12,0.36,12,8,8,119.18,163.18,3.03,1.0,-0.52,-1.69,1.62,0.69,-2.71,0.8640000000000001,0.0019399999999999999,Soluble,-4.02,0.0429,9.65e-05,Moderately soluble,-6.27,0.000239,5.37e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.3,1,1,2,1,2,0.55,2,1,2,3.61
Molecule 64,OCc1cc(ccc1O)[C@H](CNCCCCCCOCCCCc1ccccc1)O,C25H37NO4,415.57,30,12,0.52,16,5,4,121.97,81.95,4.36,3.9,3.63,2.64,5.58,4.02,-4.11,0.032,7.7e-05,Moderately soluble,-5.32,0.00199,4.8e-06,Moderately soluble,-7.79,6.66e-06,1.6e-08,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-6.07,0,0,1,0,1,0.55,0,0,3,3.66
Molecule 65,CCCCS(=O)(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCCCCC1CCNCC1,C22H36N2O5S,440.6,30,6,0.68,14,7,3,123.34,113.11,2.74,1.43,3.65,-0.59,3.4,2.13,-2.7,0.8859999999999999,0.00201,Soluble,-3.41,0.171,0.000389,Soluble,-6.26,0.000244,5.55e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.97,0,0,1,0,0,0.55,0,0,2,4.13
Molecule 66,N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)Cl,C15H14ClN3O4S,367.81,24,6,0.27,5,5,3,92.04,138.03,1.39,-1.79,-0.08,0.67,0.28,0.09,-0.85,52.2,0.142,Very soluble,-0.59,94.0,0.256,Very soluble,-2.53,1.09,0.00295,Soluble,High,No,No,No,No,No,No,No,-9.81,0,0,0,1,0,0.55,0,0,1,4.42
Molecule 67,ClC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,C21H20Cl2O3,391.29,26,12,0.29,7,3,0,104.41,35.53,4.47,6.5,5.96,4.43,5.57,5.39,-6.24,0.000225,5.75e-07,Poorly soluble,-7.04,3.5499999999999996e-05,9.07e-08,Poorly soluble,-7.13,2.8899999999999998e-05,7.38e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-4.07,1,1,0,1,1,0.55,0,0,2,3.73
Molecule 68,COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(CC1)C,C18H25NO,271.4,20,6,0.67,1,2,0,86.48,12.47,3.31,3.44,3.0,3.53,3.57,3.37,-3.85,0.0387,0.000143,Soluble,-3.38,0.11199999999999999,0.000414,Soluble,-4.54,0.00774,2.8499999999999998e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.51,0,0,0,0,0,0.55,0,0,0,3.73
Molecule 69,OC(=O)/C=C/c1cccc(n1)/C(=C/CN1CCCC1)/c1ccc(cc1)C,C22H24N2O2,348.44,26,12,0.27,6,4,1,109.18,53.43,3.43,1.63,3.53,2.76,4.47,3.16,-2.97,0.371,0.00106,Soluble,-2.36,1.5,0.00432,Soluble,-5.29,0.0017699999999999999,5.08e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.27,0,0,0,0,0,0.55,0,1,0,3.18
Molecule 70,OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O,C10H13N5O4,267.24,19,6,0.6,3,7,2,61.73,134.07,1.82,0.05,-0.52,-1.25,-0.78,-0.14,-1.56,7.29,0.0273,Very soluble,-2.42,1.02,0.00381,Soluble,-1.16,18.4,0.0687,Soluble,High,No,No,No,No,No,No,No,-7.89,0,1,0,1,0,0.56,1,3,0,3.93
Molecule 71,Oc1ccc2c(c1)[C@]13CCCC[C@]3([C@@H](C2)N(CC1)CC1CCC1)O,C21H29NO2,327.46,24,6,0.71,2,3,2,100.33,43.7,3.27,3.77,2.98,3.34,3.59,3.39,-4.3,0.0165,5.03e-05,Moderately soluble,-4.38,0.0136,4.16e-05,Moderately soluble,-4.36,0.0144,4.4e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.62,0,0,0,0,0,0.55,0,0,1,4.27
Molecule 72,COc1c(N2C[C@@H]3[C@H](C2)CCCN3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,C21H24FN3O4,401.43,29,10,0.52,4,6,2,114.05,83.8,2.78,0.61,1.97,1.66,2.23,1.85,-2.7,0.7929999999999999,0.00198,Soluble,-1.94,4.57,0.0114,Very soluble,-3.95,0.045,0.00011200000000000001,Soluble,High,No,Yes,No,No,No,Yes,No,-8.32,0,0,0,0,0,0.55,0,0,1,3.89
