Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 41,CCCC[C@H]1C(=O)N(N(C1=O)c1ccc(cc1)O)c1ccccc1,C19H20N2O3,324.37,24,12,0.26,5,3,1,99.78,60.85,3.16,2.72,2.73,2.95,2.41,2.79,-3.6,0.0806,0.000248,Soluble,-3.65,0.0724,0.000223,Soluble,-4.97,0.0035,1.0800000000000003e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,No,-6.35,0,0,0,0,0,0.55,1,1,0,3.13
Molecule 42,O=Cc1ccc(c(c1)O)O,C7H6O3,138.12,10,6,0.0,1,3,2,35.88,57.53,0.79,1.09,0.91,0.18,1.02,0.8,-1.76,2.39,0.0173,Very soluble,-1.89,1.78,0.0129,Very soluble,-1.17,9.4,0.0681,Soluble,High,Yes,No,No,No,No,No,Yes,-6.37,0,3,0,0,1,0.55,1,2,1,1.0
Molecule 43,CC[C@@H]1[C@H]2C[C@@H]3N([C@H]1O)[C@@H]1[C@@H]2[C@@H](O)[C@@]2([C@H]3N(C)c3c2cccc3)C1,C20H26N2O2,326.43,24,6,0.7,1,3,2,99.87,46.94,2.67,1.81,0.79,2.67,0.73,1.73,-3.12,0.24600000000000002,0.000753,Soluble,-2.42,1.25,0.0038399999999999997,Soluble,-2.25,1.82,0.00558,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.01,0,0,0,0,0,0.55,0,0,0,4.94
Molecule 44,OC[C@@H]1OC(=O)N(C1)c1cccc(c1)C,C11H13NO3,207.23,15,6,0.36,2,3,1,58.89,49.77,1.72,1.21,0.93,1.13,1.28,1.25,-2.05,1.84,0.00889,Soluble,-1.85,2.91,0.0141,Very soluble,-2.19,1.35,0.006520000000000001,Soluble,High,Yes,No,No,No,No,No,No,-6.7,0,0,0,0,0,0.55,0,0,1,2.55
Molecule 45,CCN[C@H]1[C@H]2CC[C@H]([C@@H]1c1ccccc1)C2,C15H21N,215.33,16,6,0.6,3,1,1,68.44,12.03,2.98,3.2,3.18,3.46,3.11,3.19,-3.27,0.115,0.000536,Soluble,-3.12,0.162,0.0007509999999999999,Soluble,-4.26,0.0117,5.45e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.34,0,0,0,0,1,0.55,0,0,1,3.42
Molecule 46,CC(=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(C(=O)[C@]1(C(=O)C(C)C)C(=C(C2=O)CC=C(C)C)O)CC=C(C)C)C,C35H52O4,536.78,39,0,0.63,11,4,1,165.15,71.44,5.34,10.18,8.99,4.57,9.62,7.74,-8.86,7.49e-07,1.3900000000000002e-09,Poorly soluble,-11.62,1.3e-09,2.4300000000000003e-12,Insoluble,-7.7,1.06e-05,1.98e-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.35,2,4,1,1,1,0.56,0,2,3,7.28
Molecule 47,O=C(N1c2ccccc2Sc2c1nccc2)OCCOCCN1CCCCC1,C21H25N3O3S,399.51,28,12,0.43,8,5,0,116.46,80.2,3.97,3.39,3.56,2.93,3.05,3.38,-4.24,0.0229,5.73e-05,Moderately soluble,-4.75,0.00705,1.77e-05,Moderately soluble,-5.68,0.00084,2.1e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.33,0,0,0,0,0,0.55,0,0,2,3.77
Molecule 48,OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3,C18H24NO4,318.39,23,6,0.61,5,4,1,89.34,59.06,-0.97,1.0,0.68,-2.26,1.55,0.0,-2.31,1.57,0.0049299999999999995,Soluble,-1.83,4.72,0.0148,Very soluble,-3.29,0.162,0.000508,Soluble,High,No,Yes,No,No,No,No,No,-7.53,0,0,0,0,0,0.55,0,2,0,4.18
Molecule 49,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@@H](C2)[C@@H]4C=C[C@@H]1O)C,C18H21NO3,299.36,22,6,0.56,1,4,1,86.74,41.93,2.93,1.14,1.12,1.98,1.86,1.81,-2.55,0.8440000000000001,0.00282,Soluble,-1.61,7.27,0.0243,Very soluble,-2.76,0.515,0.00172,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.32,0,0,0,0,0,0.55,0,1,0,4.89
Molecule 50,OC[C@]12C[C@@H]3C[C@](C1)(C)C[C@@](C2)(C3)N,C12H21NO,195.3,14,0,1.0,1,2,2,56.84,46.25,2.16,1.16,1.67,2.09,2.12,1.84,-1.72,3.76,0.0192,Very soluble,-1.73,3.67,0.0188,Very soluble,-2.25,1.11,0.005679999999999999,Soluble,High,Yes,Yes,No,No,No,No,No,-6.67,0,0,0,0,1,0.55,0,0,1,3.85
Molecule 51,OC[C@]12C[C@@H]3C[C@@](C1)(C)C[C@@](C2)(C3)N,C12H21NO,195.3,14,0,1.0,1,2,2,56.84,46.25,2.16,1.16,1.67,2.09,2.12,1.84,-1.72,3.76,0.0192,Very soluble,-1.73,3.67,0.0188,Very soluble,-2.25,1.11,0.005679999999999999,Soluble,High,Yes,Yes,No,No,No,No,No,-6.67,0,0,0,0,1,0.55,0,0,1,3.85
Molecule 52,OC[C@]12C[C@H]3C[C@@](C1)(C)C[C@@](C2)(C3)N,C12H21NO,195.3,14,0,1.0,1,2,2,56.84,46.25,2.16,1.16,1.67,2.09,2.12,1.84,-1.72,3.76,0.0192,Very soluble,-1.73,3.67,0.0188,Very soluble,-2.25,1.11,0.005679999999999999,Soluble,High,Yes,Yes,No,No,No,No,No,-6.67,0,0,0,0,1,0.55,0,0,1,3.85
Molecule 53,CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c1n[nH]c2c1cccc2,C17H22N4O,298.38,22,9,0.53,3,3,2,90.13,61.02,1.93,2.73,1.93,1.96,1.99,2.11,-3.51,0.0912,0.000306,Soluble,-3.67,0.0645,0.00021600000000000002,Soluble,-4.15,0.0211,7.06e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.18,0,0,0,0,0,0.55,0,0,0,3.92
Molecule 54,Clc1c(Cl)c(Cl)c(c(c1Cl)C(=O)O)c1c2cc(Br)c(=O)c(c2oc2c1cc(Br)c(c2Br)O)Br,C20H4Br4Cl4O5,785.67,33,20,0.0,2,5,2,144.36,87.74,2.71,8.14,9.63,6.25,9.23,7.19,-10.16,5.49e-08,6.980000000000001e-11,Insoluble,-9.84,1.13e-07,1.44e-10,Poorly soluble,-11.9,9.91e-10,1.26e-12,Insoluble,Low,No,Yes,No,No,No,No,No,-5.31,2,3,0,1,2,0.56,0,3,2,3.63
Molecule 55,OCCOC(=O)CCC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](O2)(C)CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C,C35H58O6,574.83,41,6,0.77,20,6,1,170.42,82.06,6.64,9.88,8.36,5.33,10.57,8.15,-8.42,2.2e-06,3.829999999999999e-09,Poorly soluble,-11.53,1.71e-09,2.97e-12,Insoluble,-10.0,5.7999999999999997e-08,1.01e-10,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-2.79,2,4,1,1,2,0.17,0,1,3,6.16
Molecule 56,COCCOCO/N=C/1\[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H]([C@@H]2O)N(C)C)[C@@H](C)[C@H](O)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H]1C)O)(C)O)CC)C,C33H62N2O12,678.85,47,0,0.94,10,14,5,175.69,189.2,4.58,2.84,1.28,-0.63,0.81,1.78,-5.18,0.00451,6.64e-06,Moderately soluble,-6.47,0.000229,3.38e-07,Poorly soluble,-2.39,2.75,0.00405,Soluble,Low,No,Yes,No,No,No,No,Yes,-8.42,2,3,1,1,3,0.17,0,3,2,8.49
Molecule 57,OCC(=O)[C@]1(O)[C@@H](O)C[C@@H]2[C@@]1(C)C[C@@H](O)[C@@H]1[C@H]2CCC2=CC(=O)C=C[C@@]12C,C21H28O6,376.44,27,0,0.71,2,6,4,98.22,115.06,1.4,1.2,0.53,0.49,1.17,0.96,-2.8,0.599,0.00159,Soluble,-3.21,0.231,0.0006129999999999999,Soluble,-1.35,16.8,0.0447,Soluble,High,No,Yes,No,No,No,No,No,-7.74,0,0,0,0,0,0.55,0,0,1,5.43
Molecule 58,OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2C[C@H](C2=CC(=O)C=C[C@]12C)O)F,C22H29FO6,408.46,29,0,0.73,2,7,4,103.12,115.06,2.1,0.91,1.29,0.81,1.69,1.36,-2.81,0.627,0.0015400000000000001,Soluble,-2.91,0.5,0.00123,Soluble,-1.98,4.3,0.0105,Soluble,High,No,Yes,No,No,No,No,No,-8.15,0,0,0,0,0,0.55,0,0,1,5.7
Molecule 59,C=CC[C@@H]1/C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](C(=O)O[C@@H]([C@@H]([C@@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@@H]([C@@H](C1)O)O)/C)CCCC2,C43H67NO12,789.99,56,0,0.77,6,12,4,215.57,189.36,4.69,4.14,3.6,0.61,2.86,3.18,-6.95,8.859999999999999e-05,1.12e-07,Poorly soluble,-7.82,1.1900000000000001e-05,1.5e-08,Poorly soluble,-3.87,0.107,0.000136,Soluble,Low,No,Yes,No,No,No,No,Yes,-8.18,2,3,1,1,3,0.17,0,2,2,9.59
Molecule 60,C=C1CC[C@@]2(C(=C1)C=C[C@H]1[C@H]2CC[C@]2([C@@H]1CC[C@H]2C(C)C)C)C,C23H34,310.52,23,0,0.74,1,0,0,102.28,0.0,4.16,7.29,6.55,6.38,5.46,5.97,-6.29,0.00015900000000000002,5.110000000000001e-07,Poorly soluble,-7.12,2.380000000000001e-05,7.66e-08,Poorly soluble,-4.9,0.0039,1.26e-05,Moderately soluble,Low,No,No,No,Yes,Yes,No,No,-3.02,1,1,0,1,2,0.55,0,0,1,5.88
Molecule 61,O=C1CC[C@@]2(C(=C1)[C@@H](O)C[C@H]1[C@H]2CC[C@@]2([C@@H]1CC[C@H]2C(=O)C)C)C,C21H30O3,330.46,24,0,0.81,1,3,1,95.17,54.37,2.75,2.57,3.69,3.07,3.59,3.13,-3.44,0.11900000000000001,0.000361,Soluble,-3.36,0.14400000000000002,0.000437,Soluble,-3.57,0.0894,0.00027,Soluble,High,Yes,Yes,No,No,No,No,No,-6.49,0,0,0,0,0,0.55,0,0,0,4.96
Molecule 62,OCC(=O)[C@]1(O)[C@@H](O)C[C@@H]2[C@@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@@]12C,C21H28O6,376.44,27,0,0.71,2,6,4,98.22,115.06,1.45,1.2,0.53,0.49,1.17,0.97,-2.8,0.599,0.00159,Soluble,-3.21,0.231,0.0006129999999999999,Soluble,-1.35,16.8,0.0447,Soluble,High,No,Yes,No,No,No,No,No,-7.74,0,0,0,0,0,0.55,0,0,1,5.43
Molecule 63,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@@H]2C[C@H](C2=CC(=O)C=C[C@]12C)O)F,C22H29FO6,408.46,29,0,0.73,2,7,4,103.12,115.06,2.04,0.91,1.29,0.81,1.69,1.35,-2.81,0.627,0.0015400000000000001,Soluble,-2.91,0.5,0.00123,Soluble,-1.98,4.3,0.0105,Soluble,High,No,Yes,No,No,No,No,No,-8.15,0,0,0,0,0,0.55,0,0,1,5.7
Molecule 64,O=C1CC[C@]2(C(=C1)[C@](C)(O)C[C@H]1[C@H]2CC[C@]2([C@@H]1CC[C@]2(O)C(=O)C)C)C,C22H32O4,360.49,26,0,0.82,1,4,2,101.22,74.6,2.78,2.06,3.2,2.44,3.59,2.81,-3.31,0.17800000000000002,0.000493,Soluble,-3.26,0.2,0.0005549999999999999,Soluble,-3.8,0.0573,0.00015900000000000002,Soluble,High,Yes,Yes,No,No,No,No,No,-7.04,0,0,0,0,0,0.55,0,0,1,5.12
Molecule 65,C=CC[C@@H]1/C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2O)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@H]([C@@H](C1)OC)O)/C)CCCC2,C43H67NO12,789.99,56,0,0.77,6,12,4,215.57,189.36,4.84,4.14,3.6,0.61,2.86,3.21,-6.95,8.859999999999999e-05,1.12e-07,Poorly soluble,-7.82,1.1900000000000001e-05,1.5e-08,Poorly soluble,-3.87,0.107,0.000136,Soluble,Low,No,Yes,No,No,No,No,Yes,-8.18,2,3,1,1,3,0.17,0,2,2,9.59
Molecule 66,O=C1C[C@@H](O)[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@@H]1CC[C@]2(O)C(=O)C)C)C,C22H32O4,360.49,26,0,0.82,1,4,2,101.18,74.6,2.75,2.52,3.06,2.44,3.19,2.79,-3.6,0.0913,0.00025299999999999997,Soluble,-3.73,0.0667,0.000185,Soluble,-3.35,0.161,0.0004480000000000001,Soluble,High,Yes,Yes,No,No,No,No,No,-6.71,0,0,0,0,0,0.55,0,0,1,5.35
Molecule 67,O=C1CC[C@]2(C(=C1O)CC[C@@H]1[C@H]2CC[C@]2([C@@H]1CC[C@@H]2O)C)C,C19H28O3,304.42,22,0,0.84,0,3,2,86.93,57.53,2.9,3.17,3.76,2.71,3.06,3.12,-3.72,0.0574,0.00018899999999999999,Soluble,-4.05,0.0272,8.94e-05,Moderately soluble,-3.12,0.23,0.0007570000000000001,Soluble,High,Yes,Yes,No,No,No,No,No,-5.91,0,0,0,0,0,0.55,0,0,0,4.68
Molecule 68,CO[C@H]1C[C@H](O[C@H]2[C@@H](C)/C=C/C=C/3\CO[C@H]4[C@]3(O)[C@H](C=C([C@H]4O)C)C(=O)O[C@H]3C[C@@H](C/C=C/2\C)O[C@]2(C3)CC[C@@H]([C@@H](O2)[C@H](CC)C)C)O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C,C48H74O14,875.09,62,0,0.81,8,14,3,230.77,170.06,6.48,6.34,5.6,1.25,2.72,4.48,-8.73,1.62e-06,1.85e-09,Poorly soluble,-9.7,1.74e-07,1.99e-10,Poorly soluble,-3.89,0.113,0.000129,Soluble,Low,No,Yes,No,No,No,No,No,-7.14,2,4,1,1,4,0.17,0,1,3,10.0
Molecule 69,C#C[C@]1(O)CC[C@H]2[C@]1(CC)CC(=C)[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,C22H28O2,324.46,24,0,0.68,1,2,1,97.77,37.3,3.18,3.16,4.13,4.08,4.54,3.82,-3.78,0.0543,0.000167,Soluble,-3.61,0.079,0.00024300000000000002,Soluble,-3.95,0.0362,0.00011100000000000001,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.04,0,0,0,0,0,0.55,0,2,0,5.24
Molecule 70,O[C@H]1CC[C@@]2([C@@]34[C@@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,C20H25NO4,343.42,25,6,0.7,2,5,3,96.25,73.16,2.82,1.52,0.87,1.7,2.05,1.79,-2.97,0.366,0.00107,Soluble,-2.66,0.743,0.00216,Soluble,-2.77,0.589,0.0017100000000000001,Soluble,High,No,Yes,No,No,No,Yes,No,-7.32,0,0,0,0,0,0.55,0,0,0,4.94
Molecule 71,CN[C@]1(C)[C@@H]2CC[C@@H](C1(C)C)C2,C11H21N,167.29,12,0,1.0,1,1,1,53.34,12.03,2.7,2.55,2.42,2.74,2.44,2.57,-2.42,0.639,0.003820000000000001,Soluble,-2.45,0.594,0.00355,Soluble,-2.93,0.19699999999999998,0.00118,Soluble,High,Yes,No,No,No,No,No,No,-5.51,0,0,0,0,2,0.55,0,0,1,3.16
Molecule 72,CC[C@@](C#C)(/C=C/Cl)O,C7H9ClO,144.6,9,0,0.43,2,1,1,39.45,20.23,2.08,1.5,1.59,1.97,1.64,1.75,-1.55,4.08,0.0282,Very soluble,-1.53,4.24,0.0293,Very soluble,-0.91,17.7,0.12300000000000001,Soluble,High,Yes,No,No,No,No,No,No,-6.12,0,3,0,0,2,0.55,0,1,1,3.11
Molecule 73,C[C@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,C18H23N5O2,341.41,25,15,0.39,6,4,1,98.56,73.85,3.34,1.44,0.65,1.91,1.46,1.76,-2.91,0.418,0.00122,Soluble,-2.6,0.865,0.00253,Soluble,-4.46,0.0117,3.4399999999999996e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.36,0,0,0,0,0,0.55,0,0,0,3.24
Molecule 74,CN([C@H](CN1c2ccccc2Sc2c1nccc2)C)C,C16H19N3S,285.41,20,12,0.31,3,2,0,87.86,44.67,2.99,3.48,3.25,3.12,2.58,3.09,-4.05,0.0256,8.96e-05,Moderately soluble,-4.1,0.0226,7.929999999999999e-05,Moderately soluble,-4.93,0.00337,1.18e-05,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,No,-5.57,0,0,0,0,0,0.55,0,0,0,3.69
Molecule 75,O[C@@H](COc1cccc2c1SCCC2)CNC(C)(C)C,C16H25NO2S,295.44,20,6,0.62,6,3,2,85.16,66.79,3.3,2.73,2.85,2.44,3.55,2.97,-3.22,0.179,0.000606,Soluble,-3.79,0.0483,0.00016299999999999998,Soluble,-4.62,0.00717,2.4299999999999998e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.16,0,0,0,0,0,0.55,0,0,0,3.67
Molecule 76,CN(CCn1c2ccccc2n(c2c(c1=O)cccc2)C)C,C18H21N3O,295.38,22,15,0.28,3,2,0,92.36,30.17,3.02,2.5,2.62,2.89,2.19,2.64,-3.55,0.0827,0.00028,Soluble,-2.78,0.491,0.0016600000000000002,Soluble,-4.98,0.00307,1.04e-05,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,No,-6.33,0,0,0,0,0,0.55,0,0,0,2.74
Molecule 77,CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O,C15H21NO2,247.33,18,6,0.53,3,3,1,76.67,40.54,2.42,1.02,1.95,1.83,2.82,2.01,-2.06,2.13,0.008620000000000001,Soluble,-1.46,8.56,0.0346,Very soluble,-3.67,0.053,0.00021400000000000002,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.08,0,0,0,0,0,0.55,0,0,1,1.83
Molecule 78,CN1CCC(=C2c3ccsc3CCc3c2cccc3)CC1,C19H21NS,295.44,21,11,0.37,0,1,0,95.45,31.48,3.41,3.78,3.99,4.13,5.68,4.2,-4.44,0.0107,3.620000000000001e-05,Moderately soluble,-4.13,0.0217,7.329999999999999e-05,Moderately soluble,-6.09,0.000242,8.2e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.42,0,0,0,0,0,0.55,0,0,1,3.36
Molecule 79,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,C12H12N4O3,260.25,19,11,0.17,6,4,1,69.41,92.74,1.15,0.91,0.96,0.37,-0.91,0.49,-2.06,2.27,0.00872,Soluble,-2.44,0.938,0.00361,Soluble,-3.12,0.19699999999999998,0.0007570000000000001,Soluble,High,No,No,No,No,No,No,No,-7.24,0,0,0,0,0,0.55,0,2,0,2.16
Molecule 80,CN1CCCN=C1COC(=O)[C@](c1ccccc1)(C1CCCCC1)O,C20H28N2O3,344.45,25,6,0.6,6,4,1,105.82,62.13,2.95,2.92,1.86,2.61,3.5,2.77,-3.6,0.0872,0.00025299999999999997,Soluble,-3.89,0.0448,0.00013000000000000002,Soluble,-4.23,0.0202,5.870000000000001e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-6.33,0,0,0,0,0,0.55,0,0,0,4.08
Molecule 81,CCOC(=O)c1ccccc1C(=O)O,C10H10O4,194.18,14,6,0.2,4,4,1,49.49,63.6,1.33,1.73,1.56,1.82,1.47,1.58,-2.19,1.26,0.0065,Soluble,-2.68,0.40399999999999997,0.0020800000000000003,Soluble,-2.26,1.08,0.00555,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.56,0,0,1,1.74
Molecule 82,Clc1ccc2c(c1)C(=NCC(=O)N2CC(F)(F)F)c1ccccc1,C17H12ClF3N2O,352.74,24,12,0.18,3,5,0,92.95,32.67,2.72,3.97,4.59,3.26,5.0,3.91,-4.7,0.00704,1.99e-05,Moderately soluble,-4.36,0.0155,4.4e-05,Moderately soluble,-6.87,4.77e-05,1.35e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.63,0,0,0,0,0,0.55,0,0,2,3.1
Molecule 83,CCOC(=O)[C@@H]1N=C(c2c(NC1=O)ccc(c2)Cl)c1ccccc1F,C18H14ClFN2O3,360.77,25,12,0.17,4,5,1,98.71,67.76,2.75,2.9,2.67,2.58,4.5,3.08,-3.99,0.0365,0.000101,Soluble,-3.98,0.0375,0.00010400000000000001,Soluble,-6.82,5.5e-05,1.5199999999999998e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,No,Yes,-6.44,0,0,0,0,0,0.55,0,1,1,3.74
Molecule 84,CCCN([C@@H](C(=O)Nc1c(C)cccc1C)CC)CC,C17H28N2O,276.42,20,6,0.59,8,2,1,87.23,32.34,3.61,3.69,3.56,3.12,3.69,3.53,-3.57,0.07400000000000001,0.000268,Soluble,-4.06,0.0241,8.72e-05,Moderately soluble,-5.34,0.00128,4.61e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,2,2.62
Molecule 85,C#C[C@]1(O)CC[C@H]2[C@@]1(CC)CC(=C)[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,C22H28O2,324.46,24,0,0.68,1,2,1,97.77,37.3,3.22,3.16,4.13,4.08,4.54,3.82,-3.78,0.0543,0.000167,Soluble,-3.61,0.079,0.00024300000000000002,Soluble,-3.95,0.0362,0.00011100000000000001,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.04,0,0,0,0,0,0.55,0,2,0,5.24
Molecule 86,CN(CCC1=C([C@H](c2ccccn2)C)c2c(C1)cccc2)C,C20H24N2,292.42,22,12,0.35,5,2,0,93.41,16.13,3.44,2.7,4.15,3.39,4.61,3.66,-3.43,0.109,0.00037400000000000004,Soluble,-2.69,0.595,0.00203,Soluble,-6.69,5.9699999999999994e-05,2.0399999999999997e-07,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.9
Molecule 87,OC[C@@H](c1ccccc1)C(=O)OC1C[C@H]2CC[C@H](C1)[N+]2(C)C(C)C,C20H30NO3,332.46,24,6,0.65,6,3,1,99.99,46.53,0.14,2.65,2.47,-0.97,2.7,1.4,-3.36,0.145,0.000437,Soluble,-3.28,0.175,0.0005269999999999999,Soluble,-4.45,0.0118,3.5600000000000005e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.45,0,0,0,0,0,0.55,0,1,0,4.7
Molecule 88,CC[C@@]1(C)OC(=O)N(C1=O)C,C7H11NO3,157.17,11,0,0.71,1,3,0,42.37,46.61,1.85,0.83,0.38,0.21,0.68,0.79,-1.27,8.41,0.0535,Very soluble,-1.39,6.38,0.0406,Very soluble,-1.11,12.3,0.0783,Soluble,High,No,No,No,No,No,No,No,-6.67,0,1,0,0,1,0.55,0,0,1,2.3
Molecule 89,CCCCOC(=O)c1ccc(cc1)N,C11H15NO2,193.24,14,6,0.36,5,2,1,56.55,52.32,2.32,2.87,2.23,2.23,2.04,2.34,-2.83,0.284,0.00147,Soluble,-3.63,0.0455,0.00023500000000000002,Soluble,-3.33,0.09,0.000466,Soluble,High,Yes,No,Yes,No,No,No,No,-5.44,0,0,0,0,1,0.55,0,1,1,1.56
Molecule 90,NCCNc1ccc(c2c1C(=O)c1cnccc1C2=O)NCCN,C17H19N5O2,325.37,24,12,0.24,6,5,4,91.18,123.13,2.02,0.99,0.22,-1.02,1.45,0.73,-2.45,1.14,0.00351,Soluble,-3.16,0.223,0.000685,Soluble,-5.85,0.0004570000000000001,1.41e-06,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-7.58,0,0,0,0,0,0.55,2,0,0,2.78
Molecule 91,CNCCc1ccc(c(c1)OC(=O)C(C)C)OC(=O)C(C)C,C17H25NO4,307.38,22,6,0.53,9,5,1,86.05,64.63,3.51,2.93,2.57,2.84,3.42,3.05,-3.2,0.19399999999999998,0.0006320000000000001,Soluble,-3.95,0.0346,0.00011200000000000001,Soluble,-4.66,0.006790000000000001,2.2100000000000002e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.09,0,0,0,0,0,0.55,0,1,1,2.44
Molecule 92,CNCC[C@H](c1ccccc1)Oc1ccc(cc1C)O,C17H21NO2,271.35,20,12,0.29,6,3,2,81.63,41.49,2.9,3.36,3.11,2.82,3.55,3.15,-3.69,0.0558,0.000205,Soluble,-3.91,0.0334,0.000123,Soluble,-5.76,0.00046699999999999997,1.72e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.57,0,0,0,0,0,0.55,0,0,0,2.58
Molecule 93,CN([C@@H](CN1c2ccccc2Sc2c1nccc2)C)C,C16H19N3S,285.41,20,12,0.31,3,2,0,87.86,44.67,3.08,3.48,3.25,3.12,2.58,3.1,-4.05,0.0256,8.96e-05,Moderately soluble,-4.1,0.0226,7.929999999999999e-05,Moderately soluble,-4.93,0.00337,1.18e-05,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,No,-5.57,0,0,0,0,0,0.55,0,0,0,3.69
Molecule 94,CC(=O)CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,C19H18N2O3,322.36,24,12,0.21,5,3,0,97.96,57.69,2.73,1.2,2.21,2.61,2.43,2.23,-2.63,0.748,0.00232,Soluble,-2.01,3.17,0.00982,Soluble,-5.09,0.00264,8.18e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-7.41,0,0,0,0,0,0.55,1,1,0,3.1
Molecule 95,CCC(=O)C(c1ccccc1)(c1ccccc1)CCN(C)C,C20H25NO,295.42,22,12,0.35,7,2,0,92.52,20.31,3.32,3.5,3.9,3.78,4.48,3.8,-3.82,0.0449,0.000152,Soluble,-3.61,0.0726,0.000246,Soluble,-6.62,7.170000000000001e-05,2.43e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.62,0,0,0,0,0,0.55,0,0,0,2.63
